106
110
111
94
90
85
93
88
83
92
88
93
99
93
102
91
91
84
88
87
84
92
94
102
116
110
100
89
92
84
86
86
84
91
91
99
102
103
129
96
90
84
91
95
84
89
90
98
102
97
104
93
91
88
93
88
85
93
94
100
